user_id,user_age,user_age_group,user_gender,user_has_children,user_married,user_home_country,user_home_city,user_home_airport,user_origin_airport,user_sign_up_date,user_group_family_category,sessions_number,avg_page_clicks,avg_click_rate,avg_sessions_before_purchase,avg_session_duration_min,flight_booking_proportion,hotel_booking_proportion,total_hotel_bookings,total_flight_bookings,overall_booking_proportion,never_purchased_proportion,avg_booking_lead_time_days,avg_bargain_hunter_index,most_common_destination_country,most_common_trip_airline,most_common_motive,most_common_departure_day_of_week,most_common_departure_season,avg_trip_duration_days,avg_distance_km,most_common_international_status,avg_checked_bags,most_common_business_status,flight_discount_proportion,hotel_discount_proportion,avg_flight_discount_amount,avg_hotel_discount_amount,avg_trip_cost_after_discount_usd,total_trip_cost_after_discount_usd,avg_fare_per_seat,avg_saved_dollars,most_common_fare_category,avg_DS_per_km,avg_cost_per_km,most_common_hotel,most_common_hotel_brand,most_common_hotel_in_home_city,most_common_hotel_category,most_common_hotel_preference,most_common_airline_preference,has_canceled,outlier_cluster,cluster,cluster_name,assigned_perk,Global_Explorer_Pass,Inspiration_Starter_Pack,Exclusive_Savings,Day_Trip_Deal,Elite_Business_Concierge,Flexible_Explorer_Pack,Smart_Savings_Pack,cluster_probability,conversion_score_raw,conversion_score,perk,Premium_Frequent_Travelers,Premium_Traveler_Deal,Flexible_Traveler_Deal,traveler_group,cp_threshold_x,cp_threshold_y,cp_threshold,cluster_cp_threshold
152583,36,35-44,F,False,False,US,colorado springs,COS,COS,2022-04-17,Single,8,18.625,0.4027777777777778,7.0,0.5,0.125,0.125,1,2,0.125,0,8.0,0.0,CA,WestJet,Leisure,Wednesday,Summer,0.625,272.375,1,0.25,0.0,0.125,0.125,0.01875,0.01875,125.85374999999999,1006.8299999999999,45.97875,0.0,Standard,0.0,0.16880679210647084,Radisson  - toronto,Radisson,0,Business,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.875,0.015625,0.015625,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
153982,44,35-44,F,True,False,CA,toronto,YKZ,YKZ,2022-04-19,Single,6,10.833333333333334,0.8839285714285715,4.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,1,2,0.16666666666666666,0,7.0,0.0,None,Spirit Airlines,Family,Friday,Winter,0.3333333333333333,97.16666666666667,1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.024999999999999998,57.15,342.9,16.816666666666666,0.0,Budget,0.0,0.17307032590051458,Hyatt - new york,Hyatt,0,Standard,0,0,False,2.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8333333333333334,0.03333333333333333,0.03333333333333333,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
160754,45,45-54,F,True,True,US,new york,LGA,LGA,2022-04-26,Single,8,10.75,0.34375,7.0,0.375,0.125,0.125,1,2,0.125,0,11.0,0.0,US,Air Canada,Family,Saturday,Summer,0.5,65.75,1,0.125,0.0,0.0,0.0,0.0,0.0,91.9525,735.62,11.7025,0.0,Budget,0.0,0.17798479087452473,Fairmont - ottawa,Fairmont,0,Business,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.875,0.015625,0.015625,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
164522,47,45-54,F,False,True,US,kansas city,MCI,MCI,2022-04-30,Single,8,11.125,0.359375,3.0,0.375,0.125,0.125,1,2,0.125,0,8.0,5.74468085106383e-05,None,British Airways,Leisure,Friday,Winter,1.875,223.25,1,0.125,0.0,0.25,0.125,0.0125,0.00625,446.738,3573.904,41.04,2.052,Standard,0.001148936170212766,0.18382978723404256,Fairmont - new york,Fairmont,0,Business,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.875,0.03125,0.03125,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
167852,16,16-24,F,False,False,US,tampa,MCF,,2022-05-03,No Flight,8,7.875,1.3125,0.0,0.375,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Investigators,,,0.0,0.0,0,0.0,0.0,0.125,0.25,0.0125,0.025,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
171470,23,16-24,F,False,False,US,atlanta,ATL,,2022-05-06,No Flight,5,7.4,2.0,0.0,0.4,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Investigators,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,True,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
174997,31,25-34,F,False,False,US,grand rapids,GRR,GRR,2022-05-10,Single,7,13.857142857142858,1.9744897959183674,0.0,1.5714285714285714,0.2857142857142857,0.2857142857142857,2,4,0.2857142857142857,0,7.5,0.0,US,American Airlines,Leisure,Monday,Spring,1.0,461.42857142857144,0,0.0,1.0,0.0,0.2857142857142857,0.0,0.03571428571428571,167.77571428571426,1174.4299999999998,84.34714285714286,0.0,Budget,0.0,0.18579749320446995,Conrad  - chicago,Conrad,0,Budget,0,0,True,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.7142857142857143,0.2857142857142857,0.2857142857142857,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
175032,28,25-34,F,False,False,US,houston,IAH,IAH,2022-05-10,Group (without children),9,14.11111111111111,1.5966049382716048,1.0,1.4444444444444444,0.2222222222222222,0.3333333333333333,3,4,0.3333333333333333,0,5.5,0.0,GB,American Airlines,Leisure,Saturday,Spring,1.6666666666666667,302.0,1,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.03333333333333333,0.02222222222222222,223.96185185185186,2015.6566666666668,52.31740740740741,0.0,Standard,0.0,0.18174036338937,Conrad  - edmonton,Conrad,0,Standard,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.6666666666666667,0.16666666666666666,0.16666666666666666,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
181157,52,45-54,F,False,True,US,houston,HOU,HOU,2022-05-15,Single,8,19.125,1.990625,0.0,1.875,0.375,0.375,3,6,0.375,0,5.333333333333333,0.0005583645833333333,US,Air France,Leisure,Monday,Spring,1.75,447.75,1,0.375,1.0,0.25,0.125,0.04375,0.01875,281.188296875,2249.506375,79.6759375,2.512640625,Budget,0.0037224305555555556,0.18324504181600956,Crowne Plaza - oklahoma city,Radisson,0,Standard,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.625,0.375,0.375,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
182191,18,16-24,F,True,False,US,phoenix,PHX,,2022-05-16,No Flight,7,9.714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Family,,,0.0,0.0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.014285714285714287,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,True,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
187212,53,45-54,F,True,True,US,los angeles,LAX,LAX,2022-05-21,Single,7,15.571428571428571,0.8174603174603174,1.0,1.0,0.2857142857142857,0.2857142857142857,2,4,0.2857142857142857,0,9.0,0.0,CA,American Airlines,Family,Monday,Spring,1.1428571428571428,924.7142857142857,1,0.2857142857142857,1.0,0.14285714285714285,0.14285714285714285,0.05714285714285713,0.014285714285714287,249.07142857142858,1743.5,164.21428571428572,0.0,Premium,0.0,0.1763405160755797,Banyan Tree  - winnipeg,Banyan Tree,0,Budget,0,0,False,1.0,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.7142857142857143,0.14285714285714285,0.14285714285714285,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
189676,34,25-34,F,True,False,US,fort worth,FTW,,2022-05-23,No Flight,7,9.285714285714286,0.7142857142857143,3.0,0.14285714285714285,0.0,0.14285714285714285,1,0,0.14285714285714285,0,7.0,0.0,None,,Family,,,1.8571428571428572,0.0,1,0.0,0.0,0.14285714285714285,0.0,0.02142857142857143,0.0,384.42857142857144,2691.0,0.0,0.0,No Flight,0.0,0.17725709372312984,Choice Hotels - new york,Choice Hotels,0,Business,0,0,False,1.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8571428571428572,0.03571428571428571,0.03571428571428571,Free Flight with Hotel Stay,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
190866,36,35-44,F,False,False,US,tallahassee,TLH,TLH,2022-05-24,Single,9,20.666666666666668,2.8044973544973546,0.0,2.111111111111111,0.5555555555555556,0.5555555555555556,5,10,0.5555555555555556,0,7.2,0.0,US,Delta Air Lines,Leisure,Tuesday,Spring,1.7777777777777777,1260.888888888889,1,0.2222222222222222,1.0,0.0,0.1111111111111111,0.0,0.005555555555555556,476.22222222222223,4286.0,231.22222222222223,0.0,Premium,0.0,0.17905453664364634,Fairmont - denver,Fairmont,0,Business,0,0,False,,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.5555555555555556,Luxury Hotel Upgrade,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
195192,27,25-34,F,False,False,US,chicago,MDW,MDW,2022-05-28,Group (without children),7,12.428571428571429,0.3673469387755102,4.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,2,0.14285714285714285,0,15.0,0.0,None,Spirit Airlines,Leisure,Monday,Spring,0.42857142857142855,167.71428571428572,1,0.0,1.0,0.0,0.14285714285714285,0.0,0.014285714285714287,51.020714285714284,357.145,28.16357142857143,0.0,Standard,0.0,0.16792589437819422,NH Hotel  - new york,NH Hotel,0,Standard,0,0,False,0.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.8571428571428572,0.02857142857142857,0.02857142857142857,Extra 10% Off Next Domestic Booking,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
204943,40,35-44,M,False,False,CA,ottawa,YOW,YOW,2022-06-06,Single,5,23.8,2.1044444444444443,1.0,2.4,0.8,0.8,4,8,0.8,0,7.25,0.0003285205647636587,US,Conviasa,Business,Monday,Spring,3.4,854.2,1,0.4,1.0,0.4,0.0,0.06000000000000001,0.0,618.3768,3091.884,155.56066666666666,1.7838666666666665,Budget,0.003285205647636587,0.179754057327703,Accor - new york,Accor,0,Budget,0,0,True,1.0,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.19999999999999996,0.4,0.4,General 5% Travel Discount,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
204997,37,35-44,F,False,True,US,kansas city,MCI,MCI,2022-06-06,Single,5,15.0,2.332142857142857,3.0,1.8,0.4,0.2,1,4,0.4,0,7.0,0.0,US,Delta Air Lines,Leisure,Saturday,Spring,2.8,508.8,1,0.2,0.0,0.0,0.2,0.0,0.02,168.69400000000002,843.47,97.694,0.0,Budget,0.0,0.18887535566868668,Banyan Tree  - fort worth,Banyan Tree,0,Budget,0,0,True,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.6,0.1,0.1,General 5% Travel Discount,0,0,1,General Travelers,0.625,0.625,0.625,0.625
205044,39,35-44,F,True,True,CA,toronto,YKZ,YKZ,2022-06-06,Family with children,8,11.75,0.7477678571428572,2.0,0.625,0.25,0.25,2,4,0.25,0,6.5,4.9140780494739836e-05,US,Ryanair,Family,Thursday,Spring,1.0,509.625,1,0.125,0.0,0.125,0.0,0.00625,0.0,349.05656250000004,2792.4525000000003,83.138125,3.4565625,Budget,0.0009828156098947967,0.17867435593444086,Accor - philadelphia,Accor,0,Business,0,0,False,1.0,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.08333333333333333,0.08333333333333333,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
206011,38,35-44,F,True,False,US,kansas city,MCI,MCI,2022-06-07,Single,8,19.5,2.5316964285714287,2.0,2.25,0.5,0.375,3,8,0.5,0,5.5,5.741578947368422e-05,US,American Airlines,Family,Tuesday,Spring,1.625,736.875,1,0.125,1.0,0.125,0.25,0.00625,0.05,286.9715,2295.772,130.82375000000002,2.72725,Budget,0.0011483157894736844,0.1764958138740405,Aman Resorts - indianapolis,Aman Resorts,0,Standard,0,0,False,,5,Local Day-Trippers,Premium_Traveler_Deal,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.16666666666666666,VIP Lounge & Priority Check-In,0,1,0,Business Travelers,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
216796,21,16-24,F,False,False,US,cincinnati,CVG,,2022-06-16,No Flight,6,8.166666666666666,1.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Investigators,,,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.041666666666666664,0.016666666666666666,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,True,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
217114,18,16-24,O,True,True,US,long beach,LGB,,2022-06-17,No Flight,9,6.555555555555555,1.4126984126984128,0.0,0.5555555555555556,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Family,,,0.0,0.0,0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.005555555555555556,0.05,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
217136,37,35-44,F,True,False,US,little rock,LIT,LIT,2022-06-17,Single,8,13.25,0.7760416666666667,2.0,0.875,0.125,0.25,2,2,0.25,0,7.0,0.0,US,Kenmore Air,Family,Wednesday,Winter,0.75,358.375,1,0.0,0.0,0.25,0.0,0.04375,0.0,197.32125000000002,1578.5700000000002,67.44625,0.0,Premium,0.0,0.18820020927799094,Banyan Tree  - fresno,Banyan Tree,0,Budget,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.08333333333333333,0.08333333333333333,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
220725,39,35-44,F,False,False,US,stockton,SCK,SCK,2022-06-20,Single,7,11.285714285714286,1.6403061224489797,2.0,0.8571428571428571,0.42857142857142855,0.2857142857142857,2,6,0.42857142857142855,0,5.0,0.0,US,Air France,Leisure,Monday,Spring,2.4285714285714284,1320.857142857143,1,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.02142857142857143,0.0071428571428571435,396.48857142857145,2775.42,219.06,0.0,Premium,0.0,0.16285085840719782,Radisson  - new york,Radisson,0,Standard,0,0,True,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.5714285714285714,0.14285714285714285,0.14285714285714285,General 5% Travel Discount,0,0,1,General Travelers,0.625,0.625,0.625,0.625
224996,41,35-44,F,True,False,CA,halifax,YHZ,YHZ,2022-06-23,Single,8,12.75,0.5758928571428572,0.0,0.625,0.25,0.125,1,4,0.25,0,8.0,0.0,CA,Air Canada,Family,Saturday,Spring,0.625,588.25,1,0.0,0.0,0.0,0.125,0.0,0.0125,141.07625000000002,1128.6100000000001,112.20125,0.0,Premium,0.0,0.1853539203850017,Banyan Tree  - new york,Banyan Tree,0,Business,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.75,0.25,0.25,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
226367,42,35-44,F,False,False,US,washington,IAD,IAD,2022-06-25,Single,8,14.25,1.8638392857142858,4.0,1.625,0.375,0.375,3,6,0.375,0,7.0,4.789105191256831e-05,US,Air Canada,Leisure,Thursday,Spring,1.125,620.875,1,0.25,1.0,0.125,0.0,0.00625,0.0,355.41443749999996,2843.3154999999997,104.13999999999999,0.35056250000000005,Budget,0.0009578210382513662,0.16344802267872885,Best Western - new york,Best Western,0,Business,0,0,False,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.625,0.075,0.075,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
228195,25,25-34,F,True,False,US,los angeles,LAX,,2022-06-26,No Flight,9,12.88888888888889,1.8472222222222223,0.0,1.0,0.0,0.0,0,0,0.0,1,7.0,0.0,,,Family,,,0.0,0.0,0,0.0,0.0,0.1111111111111111,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,No Flight,0.0,0.17725709372312984,nan,nan,0,No Hotel,0,0,False,,0,Digital Dreamers,Smart_Savings_Pack,0,1,0,0,0,0,1,1.0,0.0,0.0,20% Off First International Booking,0,0,0,Bargain and Price-Sensitive Travelers,1.0,1.0,1.0,1.0
228872,33,25-34,M,False,False,US,san antonio,RND,RND,2022-06-27,Single,8,15.75,0.8267857142857142,3.0,0.875,0.125,0.25,2,2,0.25,0,5.0,0.0,US,American Airlines,Leisure,Tuesday,Spring,1.75,346.25,1,0.125,0.0,0.125,0.0,0.04375,0.0,233.65125,1869.21,63.65125,0.0,Premium,0.0,0.1838303249097473,Hilton - quebec,Hilton,0,Budget,0,0,False,,1,Casual Occasional Travelers,Day_Trip_Deal,0,0,0,1,0,1,0,0.75,0.0625,0.0625,General 5% Travel Discount,0,0,0,Domestic and Casual Travelers,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
229009,16,16-24,F,False,False,US,stockton,SCK,SCK,2022-06-27,Single,6,19.333333333333332,2.0833333333333335,3.0,1.8333333333333333,0.3333333333333333,0.3333333333333333,2,4,0.3333333333333333,0,8.5,0.0,GB,American Airlines,Leisure,Friday,Spring,0.8333333333333334,983.1666666666666,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,305.7716666666667,1834.63,176.93833333333336,0.0,Premium,0.0,0.17995748990933208,InterContinental  - new york,InterContinental,0,Standard,0,0,True,,3,Budget Savvy Travelers,Flexible_Traveler_Deal,0,0,1,0,1,0,0,0.6666666666666667,0.08333333333333333,0.08333333333333333,Exclusive Flash Sale Access,0,0,1,General Travelers,0.625,0.625,0.625,0.625
